title,product_type,size,size_factor,pathway,tailored,natural_dye,dye_type,gsm,metres_per_unit,fabric_kg_per_unit,E_transport,E_electricity,E_water,E_tailoring,E_total_kg_co2e,avoided_kg_co2e
Men’s Relaxed-fit Mandarin Collar Longsleeve Shirt,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
S Trousers Ebony White (Genderless),Pants,S,0.88,A,Yes,Yes,Ebony,160,1.76,0.2675,1.3330,0.2207,0.0011,0.2247,1.7795,0
S Trousers Ebony White (Genderless),Pants,F,1.0,A,Yes,Yes,Ebony,160,2.0,0.304,1.5148,0.2508,0.00125,0.2554,2.0223,0
S Trousers Ebony White (Genderless),Pants,XL,1.2,A,Yes,Yes,Ebony,160,2.4,0.3648,1.8178,0.3009,0.00151,0.3064,2.4266,0
Closed-loop Wide Trousers with Lining,Trousers,S,0.88,B,Yes,No,SC GRAND natural,130,2.464,0.3043,1.5163,0.251,0,0.2556,2.0229,0.3314
Closed-loop Wide Trousers with Lining,Trousers,M,1.0,B,Yes,No,SC GRAND natural,130,2.8,0.3458,1.7231,0.2853,0,0.2905,2.2989,0.3766
Closed-loop Wide Trousers with Lining,Trousers,L,1.1,B,Yes,No,SC GRAND natural,130,3.08,0.3804,1.8955,0.3138,0,0.3195,2.5288,0.4143
Closed-loop Wide Trousers with Lining,Trousers,XL,1.2,B,Yes,No,SC GRAND natural,130,3.36,0.415,2.0679,0.3423,0,0.3486,2.7588,0.4519
Geo Blouse,Shirt,S,0.88,A,Yes,No,Undyed,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Geo Blouse,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Geo Blouse,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Geo Blouse,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Extra-Wide Trousers in Complicated Ebony,Trousers,S,0.88,A,Yes,Yes,Ebony,160,2.464,0.3745,1.8661,0.3089,0.00155,0.3146,2.4912,0
Extra-Wide Trousers in Complicated Ebony,Trousers,M,1.0,A,Yes,Yes,Ebony,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Extra-Wide Trousers in Complicated Ebony,Trousers,L,1.1,A,Yes,Yes,Ebony,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Extra-Wide Trousers in Complicated Ebony,Trousers,XL,1.2,A,Yes,Yes,Ebony,160,3.36,0.5107,2.5448,0.4213,0.00211,0.429,3.3972,0
Recomposed Tang Jacket,Blouse,F,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Barrel-leg Trousers in Buak Brown,Trousers,S,0.88,A,Yes,Yes,Buak/Indigo,160,2.464,0.3745,1.8661,0.3089,0.00155,0.3146,2.4912,0
Barrel-leg Trousers in Buak Brown,Trousers,M,1.0,A,Yes,Yes,Buak/Indigo,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Barrel-leg Trousers in Buak Brown,Trousers,L,1.1,A,Yes,Yes,Buak/Indigo,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Barrel-leg Trousers in Buak Brown,Trousers,XL,1.2,A,Yes,Yes,Buak/Indigo,160,3.36,0.5107,2.5448,0.4213,0.00211,0.429,3.3972,0
Loomline Utility Jacket in Complicated Ebony,Shirt,F,1.0,A,Yes,Yes,Ebony,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Classic White Comfort Blouse,Blouse,F,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Grandma Jay Four Treadle Weave Shawl - *New  Click to more*,Scarf,F,1.0,A,No,No,Undyed,100,0.9,0.0855,0.4260,0.0705,0,0,0.4965,0
Cropped Geo Blouse White,Shirt,S,0.88,A,Yes,No,Undyed,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Cropped Geo Blouse White,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Cropped Geo Blouse White,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Cropped Geo Blouse White,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Kimono Shortsleeved Blouse in B/W,Top,F,1.0,A,Yes,Yes,Ebony/White,130,1.0,0.1235,0.6154,0.1019,0.00051,0.1037,0.8215,0
Cropped Geo Blouse in B/W,Shirt,S,0.88,A,Yes,Yes,Ebony/White,160,1.144,0.1739,0.8665,0.1435,0.00072,0.1461,1.1568,0
Cropped Geo Blouse in B/W,Shirt,M,1.0,A,Yes,Yes,Ebony/White,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Cropped Geo Blouse in B/W,Shirt,L,1.1,A,Yes,Yes,Ebony/White,160,1.43,0.2174,1.0833,0.1793,0.0009,0.1826,1.4461,0
Cropped Geo Blouse in B/W,Shirt,XL,1.2,A,Yes,Yes,Ebony/White,160,1.56,0.2371,1.1815,0.1956,0.00098,0.1992,1.5773,0
Button Overshirt (Copy),Blouse,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Button Overshirt (Copy),Blouse,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Button Overshirt (Copy),Blouse,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Batwing Cropped Blouse,Tank Top,F,1.0,A,Yes,No,Undyed,100,0.6,0.057,0.2840,0.047,0,0.0479,0.3789,0
Batwing Cropped Blouse,Tank Top,L+2,1.15,A,Yes,No,Undyed,100,0.69,0.0655,0.3264,0.054,0,0.055,0.4354,0
Longsleeve Loose Blouse Mandarin in Closed-Loop Natural Brown,Shirt,S,0.88,B,Yes,No,Natural,130,1.144,0.1413,0.7041,0.1166,0,0.1187,0.9394,0.1539
Longsleeve Loose Blouse Mandarin in Closed-Loop Natural Brown,Shirt,M,1.0,B,Yes,No,Natural,130,1.3,0.1605,0.7998,0.1324,0,0.1348,1.0670,0.1748
Longsleeve Loose Blouse Mandarin in Closed-Loop Natural Brown,Shirt,L,1.1,B,Yes,No,Natural,130,1.43,0.1766,0.8800,0.1457,0,0.1483,1.1740,0.1923
Longsleeve Loose Blouse Mandarin in Closed-Loop Natural Brown,Shirt,XL,1.2,B,Yes,No,Natural,130,1.56,0.1927,0.9602,0.159,0,0.1619,1.2811,0.2099
Button Overshirt in Deep Ebony,Blouse,M,1.0,A,Yes,Yes,Ebony,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Button Overshirt in Deep Ebony,Blouse,L,1.1,A,Yes,Yes,Ebony,160,1.43,0.2174,1.0833,0.1793,0.0009,0.1826,1.4461,0
Button Overshirt in Deep Ebony,Blouse,XL,1.2,A,Yes,Yes,Ebony,160,1.56,0.2371,1.1815,0.1956,0.00098,0.1992,1.5773,0
Shortsleeve Loose Blouse Mandarin,Tank Top,S,0.88,A,Yes,No,Undyed,100,0.528,0.0502,0.2501,0.0414,0,0.0422,0.3337,0
Shortsleeve Loose Blouse Mandarin,Tank Top,M,1.0,A,Yes,No,Undyed,100,0.6,0.057,0.2840,0.047,0,0.0479,0.3789,0
Shortsleeve Loose Blouse Mandarin,Tank Top,L,1.1,A,Yes,No,Undyed,100,0.66,0.0627,0.3124,0.0517,0,0.0527,0.4168,0
Shortsleeve Loose Blouse Mandarin,Tank Top,XL,1.2,A,Yes,No,Undyed,100,0.72,0.0684,0.3408,0.0564,0,0.0575,0.4547,0
Georgia's 6 Panel Skirt in Huchang-Red,Skirt,S,0.88,A,Yes,Yes,Huchang-Red,160,1.232,0.1873,0.9333,0.1545,0.00077,0.1573,1.2459,0
Georgia's 6 Panel Skirt in Huchang-Red,Skirt,M,1.0,A,Yes,Yes,Huchang-Red,160,1.4,0.2128,1.0604,0.1755,0.00088,0.1788,1.4156,0
Georgia's 6 Panel Skirt in Huchang-Red,Skirt,L,1.1,A,Yes,Yes,Huchang-Red,160,1.54,0.2341,1.1665,0.1931,0.00097,0.1966,1.5572,0
Georgia's 6 Panel Skirt in Huchang-Red,Skirt,XL,1.2,A,Yes,Yes,Huchang-Red,160,1.68,0.2554,1.2727,0.2107,0.00105,0.2145,1.6989,0
Asymmetrical Patch Pocket Cargo Trousers in Deep Ebony,Trousers,S,0.88,A,Yes,Yes,Ebony,160,2.464,0.3745,1.8661,0.3089,0.00155,0.3146,2.4912,0
Asymmetrical Patch Pocket Cargo Trousers in Deep Ebony,Trousers,M,1.0,A,Yes,Yes,Ebony,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Asymmetrical Patch Pocket Cargo Trousers in Deep Ebony,Trousers,L,1.1,A,Yes,Yes,Ebony,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Asymmetrical Patch Pocket Cargo Trousers in Deep Ebony,Trousers,XL,1.2,A,Yes,Yes,Ebony,160,3.36,0.5107,2.5448,0.4213,0.00211,0.429,3.3972,0
Closed-loop Layered-back Tee (Genderless) in White Huchang-Red,Blouse,M,1.0,B,Yes,Yes,Huchang-Red,130,1.3,0.1605,0.7998,0.1324,0.00066,0.1348,1.0677,0.1748
Closed-loop Layered-back Tee (Genderless) in White Huchang-Red,Blouse,L,1.1,B,Yes,Yes,Huchang-Red,130,1.43,0.1766,0.8800,0.1457,0.00073,0.1483,1.1747,0.1923
Closed-loop Layered-back Tee (Genderless) in White Huchang-Red,Blouse,XL,1.2,B,Yes,Yes,Huchang-Red,130,1.56,0.1927,0.9602,0.159,0.0008,0.1619,1.2819,0.2099
Closed-loop Layered-back Tee Brown (Genderless),Blouse,M,1.0,B,Yes,Yes,Huchang-Red,130,1.3,0.1605,0.7998,0.1324,0.00066,0.1348,1.0677,0.1748
Closed-loop Layered-back Tee Brown (Genderless),Blouse,L,1.1,B,Yes,Yes,Huchang-Red,130,1.43,0.1766,0.8800,0.1457,0.00073,0.1483,1.1747,0.1923
Closed-loop Layered-back Tee Brown (Genderless),Blouse,XL,1.2,B,Yes,Yes,Huchang-Red,130,1.56,0.1927,0.9602,0.159,0.0008,0.1619,1.2819,0.2099
Closed-loop Layered-back Tee (Genderless) in White Indigo,Blouse,M,1.0,B,Yes,Yes,Indigo,130,1.3,0.1605,0.7998,0.1324,0.00066,0.1348,1.0677,0.1748
Closed-loop Layered-back Tee (Genderless) in White Indigo,Blouse,L,1.1,B,Yes,Yes,Indigo,130,1.43,0.1766,0.8800,0.1457,0.00073,0.1483,1.1747,0.1923
Closed-loop Layered-back Tee (Genderless) in White Indigo,Blouse,XL,1.2,B,Yes,Yes,Indigo,130,1.56,0.1927,0.9602,0.159,0.0008,0.1619,1.2819,0.2099
Toy Comfort Blouse-Black Indigo Accent,Blouse,F,1.0,A,Yes,Yes,Indigo,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Relaxed-fit Midi Skirt in Deep Ebony,Skirt,S,0.88,A,Yes,Yes,Ebony,160,1.232,0.1873,0.9333,0.1545,0.00077,0.1573,1.2459,0
Relaxed-fit Midi Skirt in Deep Ebony,Skirt,M,1.0,A,Yes,Yes,Ebony,160,1.4,0.2128,1.0604,0.1755,0.00088,0.1788,1.4156,0
Relaxed-fit Midi Skirt in Deep Ebony,Skirt,L,1.1,A,Yes,Yes,Ebony,160,1.54,0.2341,1.1665,0.1931,0.00097,0.1966,1.5572,0
Relaxed-fit Midi Skirt in Deep Ebony,Skirt,XL,1.2,A,Yes,Yes,Ebony,160,1.68,0.2554,1.2727,0.2107,0.00105,0.2145,1.6989,0
Relaxed-fit Midi Skirt in Deep Ebony,Skirt,XXL,1.3,A,Yes,Yes,Ebony,160,1.82,0.2766,1.3783,0.2282,0.00114,0.2323,1.8399,0
S Trousers Salmon (Genderless),Pants,S,0.88,A,Yes,Yes,Lac/Huchang,160,1.76,0.2675,1.3330,0.2207,0.0011,0.2247,1.7795,0
S Trousers Salmon (Genderless),Pants,F,1.0,A,Yes,Yes,Lac/Huchang,160,2.0,0.304,1.5148,0.2508,0.00125,0.2554,2.0223,0
S Trousers Salmon (Genderless),Pants,XL,1.2,A,Yes,Yes,Lac/Huchang,160,2.4,0.3648,1.8178,0.3009,0.00151,0.3064,2.4266,0
Toy Comfort Blouse,Blouse,F,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Club Shorts in Enmon Yellow,Shorts,M,1.0,A,Yes,Yes,Enmon,160,1.2,0.1824,0.9089,0.1505,0.00075,0.1532,1.2134,0
Club Shorts in Enmon Yellow,Shorts,L,1.1,A,Yes,Yes,Enmon,160,1.32,0.2006,0.9996,0.1655,0.00083,0.1685,1.3344,0
Club Shorts in Enmon Yellow,Shorts,XL,1.2,A,Yes,Yes,Enmon,160,1.44,0.2189,1.0908,0.1806,0.0009,0.1839,1.4562,0
S Trousers (Genderless),Pants,S,0.88,A,Yes,No,Undyed,160,1.76,0.2675,1.3330,0.2207,0,0.2247,1.7784,0
S Trousers (Genderless),Pants,XL,1.2,A,Yes,No,Undyed,160,2.4,0.3648,1.8178,0.3009,0,0.3064,2.4251,0
S Trousers (Genderless),Pants,FREE-SIZE,1.0,A,Yes,No,Undyed,160,2.0,0.304,1.5148,0.2508,0,0.2554,2.0210,0
Fluidline Halterneck Blouse,Tank Top,S,0.88,A,Yes,No,Undyed,100,0.528,0.0502,0.2501,0.0414,0,0.0422,0.3337,0
Fluidline Halterneck Blouse,Tank Top,M,1.0,A,Yes,No,Undyed,100,0.6,0.057,0.2840,0.047,0,0.0479,0.3789,0
Fluidline Halterneck Blouse,Tank Top,L,1.1,A,Yes,No,Undyed,100,0.66,0.0627,0.3124,0.0517,0,0.0527,0.4168,0
Fluidline Halterneck Blouse,Tank Top,XL,1.2,A,Yes,No,Undyed,100,0.72,0.0684,0.3408,0.0564,0,0.0575,0.4547,0
A-Line Skirt in Buak Blue,Skirt,S,0.88,A,Yes,Yes,Buak/Indigo,160,1.232,0.1873,0.9333,0.1545,0.00077,0.1573,1.2459,0
A-Line Skirt in Buak Blue,Skirt,M,1.0,A,Yes,Yes,Buak/Indigo,160,1.4,0.2128,1.0604,0.1755,0.00088,0.1788,1.4156,0
A-Line Skirt in Buak Blue,Skirt,L,1.1,A,Yes,Yes,Buak/Indigo,160,1.54,0.2341,1.1665,0.1931,0.00097,0.1966,1.5572,0
A-Line Skirt in Buak Blue,Skirt,XL,1.2,A,Yes,Yes,Buak/Indigo,160,1.68,0.2554,1.2727,0.2107,0.00105,0.2145,1.6989,0
A-Line Skirt 1,Skirt,S,0.88,A,Yes,No,Undyed,160,1.232,0.1873,0.9333,0.1545,0,0.1573,1.2451,0
A-Line Skirt 1,Skirt,M,1.0,A,Yes,No,Undyed,160,1.4,0.2128,1.0604,0.1755,0,0.1788,1.4147,0
A-Line Skirt 1,Skirt,L,1.1,A,Yes,No,Undyed,160,1.54,0.2341,1.1665,0.1931,0,0.1966,1.5562,0
A-Line Skirt 1,Skirt,XL,1.2,A,Yes,No,Undyed,160,1.68,0.2554,1.2727,0.2107,0,0.2145,1.6979,0
Closed-loop Blazer,jackets,S,0.88,B,Yes,No,SC GRAND natural,195,1.848,0.3423,1.7057,0.2824,0,0.2875,2.2756,0.3728
Closed-loop Blazer,jackets,M,1.0,B,Yes,No,SC GRAND natural,195,2.1,0.389,1.9384,0.3209,0,0.3268,2.5861,0.4236
Closed-loop Blazer,jackets,L,1.1,B,Yes,No,SC GRAND natural,195,2.31,0.4279,2.1322,0.353,0,0.3594,2.8446,0.466
Closed-loop Blazer,jackets,XL,1.2,B,Yes,No,SC GRAND natural,195,2.52,0.4668,2.3261,0.3851,0,0.3921,3.1033,0.5083
Two Tone Barrel-leg Trousers in Buak Blue,Trousers,S,0.88,A,Yes,Yes,Buak/Indigo,160,2.464,0.3745,1.8661,0.3089,0.00155,0.3146,2.4912,0
Two Tone Barrel-leg Trousers in Buak Blue,Trousers,M,1.0,A,Yes,Yes,Buak/Indigo,160,2.8,0.4256,2.1208,0.3511,0.00176,0.3575,2.8312,0
Two Tone Barrel-leg Trousers in Buak Blue,Trousers,L,1.1,A,Yes,Yes,Buak/Indigo,160,3.08,0.4682,2.3330,0.3862,0.00193,0.3933,3.1144,0
Two Tone Barrel-leg Trousers in Buak Blue,Trousers,XL,1.2,A,Yes,Yes,Buak/Indigo,160,3.36,0.5107,2.5448,0.4213,0.00211,0.429,3.3972,0
Collarless Blazer,jackets,S,0.88,A,Yes,No,Undyed,225,1.848,0.395,1.9683,0.3258,0,0.3318,2.6259,0
Collarless Blazer,jackets,M,1.0,A,Yes,No,Undyed,225,2.1,0.4489,2.2369,0.3703,0,0.3771,2.9843,0
Collarless Blazer,jackets,L,1.1,A,Yes,No,Undyed,225,2.31,0.4938,2.4606,0.4073,0,0.4148,3.2827,0
Collarless Blazer,jackets,XL,1.2,A,Yes,No,Undyed,225,2.52,0.5387,2.6843,0.4444,0,0.4525,3.5812,0
Asymmetrical Patch Pocket Cargo Trousers,Trousers,S,0.88,A,Yes,No,Undyed,160,2.464,0.3745,1.8661,0.3089,0,0.3146,2.4896,0
Asymmetrical Patch Pocket Cargo Trousers,Trousers,M,1.0,A,Yes,No,Undyed,160,2.8,0.4256,2.1208,0.3511,0,0.3575,2.8294,0
Asymmetrical Patch Pocket Cargo Trousers,Trousers,L,1.1,A,Yes,No,Undyed,160,3.08,0.4682,2.3330,0.3862,0,0.3933,3.1125,0
Asymmetrical Patch Pocket Cargo Trousers,Trousers,XL,1.2,A,Yes,No,Undyed,160,3.36,0.5107,2.5448,0.4213,0,0.429,3.3951,0
Closed-loop Shortsleeve Light Blouse,Shirt,S,0.88,B,Yes,No,SC GRAND natural,130,1.144,0.1413,0.7041,0.1166,0,0.1187,0.9394,0.1539
Closed-loop Shortsleeve Light Blouse,Shirt,M,1.0,B,Yes,No,SC GRAND natural,130,1.3,0.1605,0.7998,0.1324,0,0.1348,1.0670,0.1748
Closed-loop Shortsleeve Light Blouse,Shirt,L,1.1,B,Yes,No,SC GRAND natural,130,1.43,0.1766,0.8800,0.1457,0,0.1483,1.1740,0.1923
Closed-loop Shortsleeve Light Blouse,Shirt,XL,1.2,B,Yes,No,SC GRAND natural,130,1.56,0.1927,0.9602,0.159,0,0.1619,1.2811,0.2099
Barrel-leg Trousers,Trousers,S,0.88,A,Yes,No,Undyed,160,2.464,0.3745,1.8661,0.3089,0,0.3146,2.4896,0
Barrel-leg Trousers,Trousers,M,1.0,A,Yes,No,Undyed,160,2.8,0.4256,2.1208,0.3511,0,0.3575,2.8294,0
Barrel-leg Trousers,Trousers,L,1.1,A,Yes,No,Undyed,160,3.08,0.4682,2.3330,0.3862,0,0.3933,3.1125,0
Barrel-leg Trousers,Trousers,XL,1.2,A,Yes,No,Undyed,160,3.36,0.5107,2.5448,0.4213,0,0.429,3.3951,0
Club Shorts in Blue Stripes,Shorts,M,1.0,A,Yes,Yes,Indigo/Buak,160,1.2,0.1824,0.9089,0.1505,0.00075,0.1532,1.2134,0
Club Shorts in Blue Stripes,Shorts,L,1.1,A,Yes,Yes,Indigo/Buak,160,1.32,0.2006,0.9996,0.1655,0.00083,0.1685,1.3344,0
Club Shorts in Blue Stripes,Shorts,XL,1.2,A,Yes,Yes,Indigo/Buak,160,1.44,0.2189,1.0908,0.1806,0.0009,0.1839,1.4562,0
Kimono Shortsleeved Blouse,Top,M,1.0,A,Yes,No,Undyed,130,1.0,0.1235,0.6154,0.1019,0,0.1037,0.8210,0
Loomline Tuck Shorts in Natural White,Shorts,S,0.88,A,Yes,No,Undyed,160,1.056,0.1605,0.7998,0.1324,0,0.1348,1.0670,0
Loomline Tuck Shorts in Natural White,Shorts,M,1.0,A,Yes,No,Undyed,160,1.2,0.1824,0.9089,0.1505,0,0.1532,1.2126,0
Loomline Tuck Shorts in Natural White,Shorts,L,1.1,A,Yes,No,Undyed,160,1.32,0.2006,0.9996,0.1655,0,0.1685,1.3336,0
Loomline Tuck Shorts in Natural White,Shorts,XL,1.2,A,Yes,No,Undyed,160,1.44,0.2189,1.0908,0.1806,0,0.1839,1.4553,0
Loomline Tuck Shorts in Natural Brown,Shorts,S,0.88,A,Yes,No,Natural,160,1.056,0.1605,0.7998,0.1324,0,0.1348,1.0670,0
Loomline Tuck Shorts in Natural Brown,Shorts,M,1.0,A,Yes,No,Natural,160,1.2,0.1824,0.9089,0.1505,0,0.1532,1.2126,0
Loomline Tuck Shorts in Natural Brown,Shorts,L,1.1,A,Yes,No,Natural,160,1.32,0.2006,0.9996,0.1655,0,0.1685,1.3336,0
Loomline Tuck Shorts in Natural Brown,Shorts,XL,1.2,A,Yes,No,Natural,160,1.44,0.2189,1.0908,0.1806,0,0.1839,1.4553,0
Closed-loop Longsleeve Light Blouse,Shirt,S,0.88,B,Yes,No,SC GRAND natural,130,1.144,0.1413,0.7041,0.1166,0,0.1187,0.9394,0.1539
Closed-loop Longsleeve Light Blouse,Shirt,M,1.0,B,Yes,No,SC GRAND natural,130,1.3,0.1605,0.7998,0.1324,0,0.1348,1.0670,0.1748
Closed-loop Longsleeve Light Blouse,Shirt,L,1.1,B,Yes,No,SC GRAND natural,130,1.43,0.1766,0.8800,0.1457,0,0.1483,1.1740,0.1923
Closed-loop Longsleeve Light Blouse,Shirt,XL,1.2,B,Yes,No,SC GRAND natural,130,1.56,0.1927,0.9602,0.159,0,0.1619,1.2811,0.2099
Fluidline Cropped Tank Top,Tank Top,S,0.88,A,Yes,No,Undyed,100,0.528,0.0502,0.2501,0.0414,0,0.0422,0.3337,0
Fluidline Cropped Tank Top,Tank Top,M,1.0,A,Yes,No,Undyed,100,0.6,0.057,0.2840,0.047,0,0.0479,0.3789,0
Fluidline Cropped Tank Top,Tank Top,L,1.1,A,Yes,No,Undyed,100,0.66,0.0627,0.3124,0.0517,0,0.0527,0.4168,0
Fluidline Cropped Tank Top,Tank Top,XL,1.2,A,Yes,No,Undyed,100,0.72,0.0684,0.3408,0.0564,0,0.0575,0.4547,0
Fluidline Cropped Tank Top,Tank Top,XXL,1.3,A,Yes,No,Undyed,100,0.78,0.0741,0.3692,0.0611,0,0.0622,0.4925,0
Bermuda Shorts in Natural Brown,Shorts,S,0.88,A,Yes,No,Natural,160,1.056,0.1605,0.7998,0.1324,0,0.1348,1.0670,0
Bermuda Shorts in Natural Brown,Shorts,M,1.0,A,Yes,No,Natural,160,1.2,0.1824,0.9089,0.1505,0,0.1532,1.2126,0
Bermuda Shorts in Natural Brown,Shorts,L,1.1,A,Yes,No,Natural,160,1.32,0.2006,0.9996,0.1655,0,0.1685,1.3336,0
Bermuda Shorts in Natural Brown,Shorts,XL,1.2,A,Yes,No,Natural,160,1.44,0.2189,1.0908,0.1806,0,0.1839,1.4553,0
Closed-loop Tie-up Shortsleeve Blouse,Top,S,0.88,B,Yes,No,SC GRAND natural,100,0.88,0.0836,0.4166,0.069,0,0.0702,0.5558,0.091
Closed-loop Tie-up Shortsleeve Blouse,Top,M,1.0,B,Yes,No,SC GRAND natural,100,1.0,0.095,0.4734,0.0784,0,0.0798,0.6316,0.1035
Closed-loop Tie-up Shortsleeve Blouse,Top,L,1.1,B,Yes,No,SC GRAND natural,100,1.1,0.1045,0.5207,0.0862,0,0.0878,0.6947,0.1138
Closed-loop Tie-up Shortsleeve Blouse,Top,XL,1.2,B,Yes,No,SC GRAND natural,100,1.2,0.114,0.5681,0.094,0,0.0958,0.7579,0.1241
Looped Polo Shirt in Natural Brown,Shirt,M,1.0,A,Yes,No,Natural,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Looped Polo Shirt in Natural Brown,Shirt,L,1.1,A,Yes,No,Natural,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Looped Polo Shirt in Natural Brown,Shirt,XL,1.2,A,Yes,No,Natural,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Bermuda Shorts Salmon,Shorts,S,0.88,A,Yes,Yes,Lac/Huchang,160,1.056,0.1605,0.7998,0.1324,0.00066,0.1348,1.0677,0
Bermuda Shorts Salmon,Shorts,M,1.0,A,Yes,Yes,Lac/Huchang,160,1.2,0.1824,0.9089,0.1505,0.00075,0.1532,1.2134,0
Bermuda Shorts Salmon,Shorts,L,1.1,A,Yes,Yes,Lac/Huchang,160,1.32,0.2006,0.9996,0.1655,0.00083,0.1685,1.3344,0
Bermuda Shorts Salmon,Shorts,XL,1.2,A,Yes,Yes,Lac/Huchang,160,1.44,0.2189,1.0908,0.1806,0.0009,0.1839,1.4562,0
Closed-loop Longsleeve Light Blouse in Huchang-Red,Shirt,S,0.88,B,Yes,Yes,Huchang-Red,130,1.144,0.1413,0.7041,0.1166,0.00058,0.1187,0.9400,0.1539
Closed-loop Longsleeve Light Blouse in Huchang-Red,Shirt,M,1.0,B,Yes,Yes,Huchang-Red,130,1.3,0.1605,0.7998,0.1324,0.00066,0.1348,1.0677,0.1748
Closed-loop Longsleeve Light Blouse in Huchang-Red,Shirt,L,1.1,B,Yes,Yes,Huchang-Red,130,1.43,0.1766,0.8800,0.1457,0.00073,0.1483,1.1747,0.1923
Closed-loop Longsleeve Light Blouse in Huchang-Red,Shirt,XL,1.2,B,Yes,Yes,Huchang-Red,130,1.56,0.1927,0.9602,0.159,0.0008,0.1619,1.2819,0.2099
Loomline Utility Jacket in Buak Blue,Shirt,F,1.0,A,Yes,Yes,Buak/Indigo,160,1.3,0.1976,0.9846,0.163,0.00082,0.166,1.3144,0
Tie-up Cap Sleeve Blouse,Shirt,S,0.88,A,Yes,No,Undyed,160,1.144,0.1739,0.8665,0.1435,0,0.1461,1.1561,0
Tie-up Cap Sleeve Blouse,Shirt,M,1.0,A,Yes,No,Undyed,160,1.3,0.1976,0.9846,0.163,0,0.166,1.3136,0
Tie-up Cap Sleeve Blouse,Shirt,L,1.1,A,Yes,No,Undyed,160,1.43,0.2174,1.0833,0.1793,0,0.1826,1.4452,0
Tie-up Cap Sleeve Blouse,Shirt,XL,1.2,A,Yes,No,Undyed,160,1.56,0.2371,1.1815,0.1956,0,0.1992,1.5763,0
Closed Loop Relaxed-fit Blazer,Blazer,M,1.0,B,Yes,No,SC GRAND natural,195,2.1,0.389,1.9384,0.3209,0,0.3268,2.5861,0.4236
Closed Loop Relaxed-fit Blazer,Blazer,XL,1.2,B,Yes,No,SC GRAND natural,195,2.52,0.4668,2.3261,0.3851,0,0.3921,3.1033,0.5083
Closed Loop Relaxed-fit Blazer,Blazer,L,1.1,B,Yes,No,SC GRAND natural,195,2.31,0.4279,2.1322,0.353,0,0.3594,2.8446,0.466
Closed Loop Relaxed-fit Blazer,Blazer,S,0.88,B,Yes,No,SC GRAND natural,195,1.848,0.3423,1.7057,0.2824,0,0.2875,2.2756,0.3728
Closed-Loop Penguin Shortsleeve Shirt (Men's),Shirt,XL,1.2,B,Yes,No,SC GRAND natural,130,1.56,0.1927,0.9602,0.159,0,0.1619,1.2811,0.2099
Closed-Loop Penguin Shortsleeve Shirt (Men's),Shirt,L,1.1,B,Yes,No,SC GRAND natural,130,1.43,0.1766,0.8800,0.1457,0,0.1483,1.1740,0.1923
Closed-Loop Penguin Shortsleeve Shirt (Men's),Shirt,M,1.0,B,Yes,No,SC GRAND natural,130,1.3,0.1605,0.7998,0.1324,0,0.1348,1.0670,0.1748
